508,What are the two subspecies of giant pandas?,Ailuropoda melanoleuca melanoleuca and The Qinling Panda
509,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos
510,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos
511,Is the Giant Panda a mammal?,yes
512,Is the Giant Panda a mammal?,Yes
513,Is the Giant Panda a terrestrial animal?,yes
514,Is the Giant Panda a terrestrial animal?,Yes
515,Is the Giant Panda an endangered species?,yes
516,Is the Giant Panda an endangered species?,Yes
517,Where do Giant Pandas live?,a few mountain ranges in central china
518,Where do Giant Pandas live?,Sichuan province
519,When was the Giant Panda's genome sequenced?,2009
520,When was the Giant Panda's genome sequenced?,2009
521,How many subspecies of the Giant Panda are there?,Two
522,How many subspecies of the Giant Panda are there?,Two
523,Is the Giant Panda a carnivore?,Yes
524,Why is the Giant Panda an endangered species?,threatened by habitat loss
525,Why is the Giant Panda an endangered species?,It is threatened by continued habitat loss and by a very low birthrate
526,Is the population of wild Giant  Pandas growing?,according to some reports
527,Is the population of wild Giant  Pandas growing?,Yes but uncertain
528,Is an acoustic guitar dependent on an external device?,No
529,Is an acoustic guitar dependent on an external device?,No.
530,Is the battente smaller than a classical guitar?,Yes
531,Is the battente smaller than a classical guitar?,Yes.
532,Is the flamenco guitar similar to the classical guitar?,Yes
533,Is the flamenco guitar similar to the classical guitar?,Yes.
534,Where is the headstock located?,end of the guitar neck furthest from the body
535,Where is the headstock located?,At the end of the guitar.
536,Whom are guitars made and repaired by?,luthiers
537,Whom are guitars made and repaired by?,Luthiers.
538,What are modern guitar strings constructed of?,metal
539,What are modern guitar strings constructed of?,Metal
540,Why are Harp Guitars difficult to classify?,as there are many variations within this type of guitar
541,Why are Harp Guitars difficult to classify?,There are many variations within this type.
542,What is the bridge used for?,transfer the vibration from the strings to the soundboard
543,What is the bridge used for?,The transfer of string vibrations.
544,Which guitars use three single-coil pickups?,Fender Statocaster type guitars
545,Which guitars use three single-coil pickups?,Fender Stratocaster type guitars.
546,Is a guitar an instrument?,Yes
547,Is a guitar an instrument?,yes
548,Can guitars be divided into two broad categories?,Yes
549,Can guitars be divided into two broad categories?,yes
550,Do picks come in many shapes and sizes?,Yes
551,Do picks come in many shapes and sizes?,yes
552,How many strings does a guitar typically have?,Six
553,How many strings does a guitar typically have?,six
554,What is located at the end of the guitar neck furthest from the body?,Headstock
555,What is located at the end of the guitar neck furthest from the body?,headstock
556,What are most electric guitar bodies made of?,Wood
557,What are most electric guitar bodies made of?,wood
558,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument
559,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument
560,How old is the oldest known representation of a guitar-like intrument being played?,3
561,How old is the oldest known representation of a guitar-like intrument being played?,3
562,What is the point called that is bolted or glued to the body of the guitar?,Neck Joint
563,What is the point called that is bolted or glued to the body of the guitar?,Neck joint or 'Heel'
564,Did he become chief engineer in the Department of Bridges and Highways in 1892?,No
565,Did he become chief engineer in the Department of Bridges and Highways in 1892?,yes
566,Was Becquerel a French physicist?,Yes
567,Was Becquerel a French physicist?,yes
568,Whom did he share the Nobel Prize with?,Pierre and Marie Curie
569,Whom did he share the Nobel Prize with?,Pierre and Marie Curie
570,When did he die?,1908
571,When did he die?,1908
572,What is the SI unit for radioactivity called?,becquerel
573,What is the SI unit for radioactivity called?,the becquerel (Bq)
574,When Becquerel discovered radioactivity, whose work did he investigate?
575,Where are there craters named Becquerel?,Moon and Mars
576,Where are there craters named Becquerel?,on the moon and on mars
577,Why did Bequerel win the Nobel Prize in Physics?,discovery of spontaneous radioactivity
578,Why did Bequerel win the Nobel Prize in Physics?,was the discoverer of radioactivity
579,Was Isaac Newton British?,Yes.
580,Was Isaac Newton British?,Yes
581,Was Isaac Newton religious?,It is not clear.
582,Was Isaac Newton religious?,Yes
583,Did Isaac Newton die in 1898?,No.
584,Did Isaac Newton die in 1898?,No
585,Where was Isaac Newton born?,At Woolsthorpe Manor in Woosthorpe-by-Colsterworth.
586,Where was Isaac Newton born?,He was born at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth
587,Who shares credit with Isaac Newton for developing calculus?,Gottfried Leibniz.
588,Who shares credit with Isaac Newton for developing calculus?,Newton shares the credit with Gottfried Leibniz for the development of the differential and integral calculus.
589,When did Isaac Newton discover the generalized binomial theorem?,In 1665.
590,When did Isaac Newton discover the generalized binomial theorem?,In 1665.
591,Did the Occult influence Newton's theory of gravitation?,Yes.
592,Did the Occult influence Newton's theory of gravitation?,If Newton had not relied on the occult idea of action at a distance
593,Were Newton's religious views consistent with Anglicanism?,No.
594,Were Newton's religious views consistent with Anglicanism?,No
595,Which fruit inspired Isaac Newton's theory of gravitation?,The apple.
596,Which fruit inspired Isaac Newton's theory of gravitation?,Isaac Newton's theory of gravitation was inspired by watching the fall of an apple from a tree.
597,Was Sir Isaac Newton an English physicist and mathematician?,yes
598,Was Sir Isaac Newton an English physicist and mathematician?,yes
599,Did he build the first practical reflecting telescope?,yes
600,Was Isaac Newton educated at The King's Schol, Grantham?
601,Was Isaac Newton educated at The King's Schol, Grantham?
602,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth
603,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth
604,When was the Principia published?,1687
605,When was the Principia published?,1687
606,Where is there a Newton statue on display?,Oxford University Museum of Natural History 
607,Where is there a Newton statue on display?,Oxford University Museum of Natural History
608,Where was Isaac Newton buried?,Westminster Abbey
609,Where was Isaac Newton buried?,Westminster Abbey
610,What religion did Isaac Newton follow?,he never made a public declaration of his private faith
611,What religion did Isaac Newton follow?,unorthodox Christian
612,What food gave Isaac Newton clues to his theory of gravity?,apple
613,What food gave Isaac Newton clues to his theory of gravity?,apple
614,Who was a farmer and later a land surveyor for the government?, LeRoy Pollock was a farmer and later a land surveyor for the government.
615,Regarding this topic, what did David Alfaro Siqueiros do?
616,Who used hardened brushes, sticks
617,When were his papers donated by Lee Krasner?,In 1983.
618,Did Free Jazz feature a Pollock painting as its cover artwork?,Yes.
619,Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement?,Yes
620,Give an example of the origins of the term action painting. ,Pollock's technique of pouring and dripping paint is thought to be one of the origins of the term action painting.
621,During his lifetime, did Pollock enjoy considerable fame and notoriety?
622,Was he regarded as a mostly reclusive artist?,Yes
623,Is the Wisma building the tallest building in Indonesia?,yes
624,Is the Wisma building the tallest building in Indonesia?,Yes
625,is there a chinese community in jakarta?,yes
626,is there a chinese community in jakarta?,Yes.
627,Is Jakarta the 12th largest city in the world?,yes
628,Is Jakarta the 12th largest city in the world?,Yes.
629,What is the capital of Indonesia?,Jakarta
630,What is the capital of Indonesia?,The capital of Indonesia is Jakarta.
631,What is the official name of Jakarta?,Daerah Khusus Ibukota Jakarta
632,What is the official name of Jakarta?,Daerah Khusus.
633,How is the climate in the city?,Jakarta has a hot and humid equatorial/tropical climate 
634,How is the climate in the city?,The city is hot and humid.
635,Where does the name of the city Jakarta come from?,The name Jakarta is derived from the Sanskrit word Jayakarta.
636,How is the city's governor chosen?,election
637,How is the city's governor chosen?,Through election.
638,Why does Jakarta suffer frequent flooding?,Because it is located approximately eight meters above the sea level
639,Why does Jakarta suffer frequent flooding?,The fact that the northern part of Jakarta lies on a plain
640,Is the the biggest university in Jakarta the University of Indonesia,yes
641,Is Jakarta a city,yes
642,Is Jakarta a city,Yes
643,Is the most important river the Ciliwung River,yes
644,Is the most important river the Ciliwung River,Yes
645,Where is Jakarta located,northwest coast of Java
646,Where is Jakarta located,On the northwest coast of Java
647,Who created Monas Park,General Herman Willem Deandels
648,Who created Monas Park,Dutch Governor General Herman Willem Deandels
649,Do mikrolets travel on the main roads?,no
650,Do mikrolets travel on the main roads?,No
651,What contributes to frequent flooding in Jakarta,Jakarta lies on a plain eight meters
652,What contributes to frequent flooding in Jakarta,It lies on a plain
653,Did the economy improve in Jakarta in 2007,yes
654,Did the economy improve in Jakarta in 2007,Yes
655,In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom
656,In 1602, the British East India Company's first voyage
657,Who began control of migration to the city in order to stem the overcrowding and poverty?,Lieutenant General Ali Sadikin began control of migration to the city in order to stem the overcrowding and poverty.
658,Did Jayawikarta's soldiers attack the Dutch fortress?,yes
659,Did Suharto resign as president?,Yes
660,Was the Jakarta area part of the fourth century Indianized kingdom of Tarumanagara?,Yes
661,Do other landmarks include the Istiqlal Mosque as well as Jakarta Cathedral?,Yes
662,Give an example of the many Sukarno era monuments in the city. ,The West Irian Liberation Statue is one of the many Sukarno era monuments in the city. 
663,Is Jakarta the country's economic, cultural and political center?
664,Is James Watt French?,No
665,Is James Watt French?,No
666,Did James Watt improve an engine?,Yes
667,Did James Watt improve an engine?,Yes
668,Is there a statue of Watt in the White House?,No
669,Is there a statue of Watt in the White House?,No
670,What was James Watt's father's job?,His father was a shipwright
671,What was James Watt's father's job?,His father was a shipwright
672,When did Watt retire?,In 1800.
673,When did Watt retire?,Watt retired in 1800.
674,Where is the James Watt Memorial College?,In Greenock.
675,Where is the James Watt Memorial College?,The James Watt Memorial  is in Greenock.
676,Why is the watt named after Watt?,The watt is named after him for his contributions to the development of the steam engine.
677,Why is the watt named after Watt?,The watt is named after James Watt for his contributions to the development of the steam engine.
678,Where did Watt attend university?,Watt did not attend school regularly.
679,Where did Watt attend university?,He did not attend a university.
680,What did he invent?,He invented a new method of measuring distances by telescope
681,What did he invent?,He invented a new method of measuring distances by telescope
682,Was James Watt a member of the Lunar Society?,
683,Was James Watt a member of the Lunar Society?,
684,Did James Watt marry his cousin?,
685,Did James Watt marry his cousin?,
686,Was Watt married to Agnes Muirhead?,
687,Was Watt married to Agnes Muirhead?,
688,How old was James Watt when his mother died?,
689,How old was James Watt when his mother died?,
690,In what year did Watt retire?,
691,In what year did Watt retire?,
692,Where was Watt buried?,
693,Where was Watt buried?,
694,When did Watt set up his workshop at the University of Glasgow?,
695,When did Watt set up his workshop at the University of Glasgow?,
696,Why did the Glasgow Guild of Hammermen reject Watt's application to become a mathematical instrument maker?,
697,Why did the Glasgow Guild of Hammermen reject Watt's application to become a mathematical instrument maker?,
698,How old was Watt when he died?,
699,How old was Watt when he died?,
700,What happened in the early 20th century?,The koalas of South Australia were largely exterminated.
701,Do Koalas have a slow metabolism?,yes
702,Did eucalypt forests grow in the place of rainforests?,Yes
703,Does the koala fill the same ecological role as the sloth of South America?,The koala fills the same ecological role as the sloth of South America.
704,Is the long term viability of the koala therefore threatened by genetic weakness?,The long term viability of the koala is therefore threatened by genetic weakness.
705,Is the koala found in coastal regions of eastern and southern Australia, from near Adelaide to the southern part of Cape York Peninsula?
706,Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?,Populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands.
707,Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock?
708,Is Korean the official language of Korea?,Yes
709,Is Korean the official language of Korea?,Yes
710,Is the word Korean derived from Goryeo?,Yes
711,Is the word Korean derived from Goryeo?,yes
712,Are all dialects of Korean similar to each other?,Yes
713,Are all dialects of Korean similar to each other?,Yes
714,About how many Koreans speakers are there?,78 million
715,About how many Koreans speakers are there?,78 million Korean speakers
716,Older English sources used the name Korean to refer to what?,language
717,Older English sources used the name Korean to refer to what?,language
718,What is the official language of North Korea?,Korean
719,What is the official language of North Korea?,Korean
720,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category
721,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category
722,Where do the majority of loanwords other than Sino-Korean come from?,modern times
723,Where do the majority of loanwords other than Sino-Korean come from?,modern times
724,How many Korean speakers are there?,There are about 78 million Korean speakers.
725,How many Korean speakers are there?,
726,How many parts of speech does the Korean language contain?,The Korean Language contains nine parts of speech. 
727,How many parts of speech does the Korean language contain?,
728,How many verb paradigms are there in Korean?,There are seven verb paradigms or speech levels in Korean.
729,How many verb paradigms are there in Korean?,
730,What is the Sino-Korean system of numbers based on?,The Sino-Korean system is nearly entirely based on the Chinese numerals.
731,What is the Sino-Korean system of numbers based on?,
732,What is another term for Korean adjectives?,Adjectives are also known as descriptive verbs or stative verbs.
733,What is another term for Korean adjectives?,
734,Is modern Korean written in columns or rows?,It is written in rows.
735,Is modern Korean written in columns or rows?,
736,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,Sino-Korean makes up 30% of the Korean language.
737,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,
738,Do Chinese and Japanese have spaces between words?,No
739,Do Chinese and Japanese have spaces between words?,
740,From which languages is Korean descended?,Korean is descended from Old Korean
741,From which languages is Korean descended?,
742,Are there seven verb paradigms or speech levels in Korean?,Yes.
743,Is Modern Korean written with spaces between words?,Yes.
744,Are the Korean names for the language based on the names for Korea used in North as well as South Korea?,Yes.
745,Is it not also one of the two official languages of the Yanbian Korean Autonomous Prefecture in China?,Yes.
746,Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?,The dialect spoken in Jeju is in fact classified as a different language by some Korean linguists.
747,Is it also one of the two official languages in the Yanbian Korean Autonomous Prefecture in China?,Yes
748,Is Kuala Lumpur the capitol of Malaysia? disfluent,Yes
749,Is Kuala Lumpur the capitol of Malaysia? disfluent,
750,Is Kuala Lumpur in the Selangor state?,Yes
751,Is Kuala Lumpur in the Selangor state?,
752,What's the population of Kuala lumpur?,1.6 million
753,What's the population of Kuala lumpur?,
754,What language do they speak in Kuala Lumpur?,Bahasa Melayu
755,What language do they speak in Kuala Lumpur?,
756,What does the name Kuala Lumpur mean?,muddy confluence
757,What does the name Kuala Lumpur mean?,
758,What airports does Kuala Lumpur have?,Kuala Lumpur International Airport and Subang International Airport
759,What airports does Kuala Lumpur have?,
760,How long was Kuala Lumpur occupied by the Japanese?,42 months
761,How long was Kuala Lumpur occupied by the Japanese?,
762,How many seasons does Kuala Lumpur experience?,1
763,How many seasons does Kuala Lumpur experience?,
764,When were the colonial buildings in Kuala Lumpur constructed?,toward the end of the 19th and early 20th centuries
765,When were the colonial buildings in Kuala Lumpur constructed?,
766,Is it a host city for the Formula One World Championship?,Yes
767,Is it a host city for the Formula One World Championship?,
768,is the central market located in the proximity of the pertama complex?,No
769,is the central market located in the proximity of the pertama complex?,
770,is it home to the parliament of malaysia?,Yes
771,is it home to the parliament of malaysia?,
772,when did kuala lumpur become a federal territory of malaysia?,February 1
773,when did kuala lumpur become a federal territory of malaysia?,
774,What is the city's population?,1.6 million
775,What is the city's population?,
776,What is the official religion in the country?,Islam
777,What is the official religion in the country?,
778,Is there a more industrialized region in malaysia?,No
779,Is there a more industrialized region in malaysia?,
780,after the 2008 elections, what party had the most parliament seats?
781,after the 2008 elections, what party had the most parliament seats?
782,what is the name of the event that draws the worlds top riders to malaysia?,KL Grand Prix CSI 5*
783,what is the name of the event that draws the worlds top riders to malaysia?,
784,Wasn't Leonardo da Vinci valued as an engineer?,no
785,Wasn't Leonardo da Vinci born on April 15?,Yes
786,Who left Verroccio's studio?,Leonardo da Vinci left Verroccio's studio.
787,When did Baldassare Castiglione, author of Il Cortegiano (  The Courtier  )
788,When did he flee to Venice?,In 1499.
789,Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?,Leonardo was a contemporary of Botticelli
790,Is the larger work now almost universally attributed to Leonardo?,Although previously attributed to Ghirlandaio
791,Has Leonardo often been described as the archetype of the Renaissance man, a man whose unquenchable curiosity was equaled only by his powers of invention?
792,Is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived?,Yes.
793,According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman
794,Are lobsters invertebrates?,Yes
795,Are lobsters invertebrates?,Yes
796,Are lobsters kosher?,No
797,Are lobsters kosher?,No
798,Do lobsters have blue blood?,yes
799,Do lobsters have blue blood?,Yes
800,How many legs do lobsters have?,10.
801,How many legs do lobsters have?,10
802,Where are lobsters found?,In all oceans.
803,Where are lobsters found?,In all oceans
804,What is the mean level of mercury in American lobsters?,0.31 ppm
805,What is the mean level of mercury in American lobsters?,0.31 ppm
806,Do lobsters feel pain?,yes.
807,Do lobsters feel pain?,Yes
808,Did the Moche people worship lobsters?,yes.
809,Did the Moche people worship lobsters?,Yes
810,What is the caridoid escape reaction?,Swimming backwards quickly by curling and uncurling their abdomen.
811,What is the caridoid escape reaction?,When lobsters swim backwards quickly by curling and uncurling their abdomen
812,Were the recitations of the Ancient Greeks accompanied by lyre playing?,Yes
813,Were the recitations of the Ancient Greeks accompanied by lyre playing?,
814,Does a classical lyre have a hollow body?,Yes
815,Does a classical lyre have a hollow body?,
816,Is the lyre a stringed musical instrument?,Yes
817,Is the lyre a stringed musical instrument?,
818,Which constellation is said to resemble a lyre shape?,Lyra
819,Which constellation is said to resemble a lyre shape?,
820,How many raised arms are extending from the sound-chest of a classical lyre?,Two
821,How many raised arms are extending from the sound-chest of a classical lyre?,
822,What were the strings of a classical lyre made of?,Gut
823,What were the strings of a classical lyre made of?,
824,Is the foot pedal framework for a piano called a lyre?,Yes
825,Is the foot pedal framework for a piano called a lyre?,
826,Where was the deepest note of the classical lyre in relation to the player's body?,It was farthest from the player's body.
827,Where was the deepest note of the classical lyre in relation to the player's body?,
828,Does a standard piano have fewer strings than a harp?,No
829,Does a standard piano have fewer strings than a harp?,
830,Is Malay the official language of Iraq?,No
831,Could Malay have originated from Sumatra island?,Yes.
832,Is Malay an agglutinative language?,Yes
833,Is Malay an agglutinative language?,Yes.
834,What family is Malay a member of?,Austronesian family
835,What family is Malay a member of?,Austronesian.
836,What is the basic word order in Malay?,Subject Verb Object
837,What is the basic word order in Malay?,Subject Object Verb.
838,What languages has Malay borrowed words from?,Sanskrit
839,What languages has Malay borrowed words from?,Arabic
840,Are there many words in Malay that use natural gender?,No
841,How are new words formed in Malay?,three methods.
842,How are new words formed in Malay?,Affixation
843,Is Malay in the Austronesian family of languages?,Yes
844,Is Malay in the Austronesian family of languages?,
845,Is Malay an agglutinative language?,Yes
846,Is Malay an agglutinative language?,
847,Is there one negation word in Malay?,No
848,Is there one negation word in Malay?,
849,How many parts of speech are there in Malay?,Four
850,How many parts of speech are there in Malay?,
851,What is the basic word order in Malay?,Subject Verb Object
852,What is the basic word order in Malay?,
853,What is the national language in Malaysia?,Malay 
854,What is the national language in Malaysia?,
855,Do linguists consider Malay to be a single language?,No
856,Do linguists consider Malay to be a single language?,
857,Can speakers of modern Malay understand Old Malay?,No
858,Can speakers of modern Malay understand Old Malay?,
859,What language besides Malay is in the Austronesia language family?,Malagasy
860,What language besides Malay is in the Austronesia language family?,
861,Wasn't Malay language found in Sumatra?,The Malay language was found in Sumatra.
862,Wasn't Malay language written using Pallava?,Yes.
863,Was Malay language written using Pallava?,Yes
864,Had the language already been used as the lingua franca throughout the archipelago since the 15th century?,yes
865,Do another distinguishing feature of Malay ( include Indonesian Malay )?,Another distinguishing feature of Malay (include Indonesian Malay) is its use of measure words (penjodoh bilangan).
866,Is Malay spoken as local dialect of ethnic Malays?,Yes
867,Give an example of the tributary states of the Majapahit kingdom in eastern Java. ,Malayu is an example of the tributary states of the Majapahit kingdom in eastern Java.
868,Is Malay the one of the most widely spoken languages in the world?,yes
869,Was it derived from Latin?,Yes
870,Is Melbourne the capital and most populous city in the state of Victoria?,Yes
871,Is Melbourne the capital and most populous city in the state of Victoria?,Yes.
872,Is Melbourne home to Australia's busiest seaport?,Yes
873,Is Melbourne home to Australia's busiest seaport?,Yes.
874,Does Melbourne have a large international student community?,Yes
875,Does Melbourne have a large international student community?,Yes.
876,What is a resident of Melbourne known as?,Melburnian
877,What is a resident of Melbourne known as?,A Melburnian.
878,When was Melbourne officially declared as a city?,1847
879,When was Melbourne officially declared as a city?,In 1847.
880,How many sister cities does the City of Melbourne have?,six
881,How many sister cities does the City of Melbourne have?,Six.
882,Where is Melbourne situated?,boundary of the very hot inland areas and the cold southern ocean
883,How many domestic tourists visit Melbourne?,7.6 million domestic visitors
884,How many domestic tourists visit Melbourne?,7.6 million.
885,What religion holds majority in Melbourne?,Christian
886,What religion holds majority in Melbourne?,Christianity.
887,Did Albert Einstein keep a photograph of Faraday on his study wall?,Yes
888,Did Albert Einstein keep a photograph of Faraday on his study wall?,yes
889,Did Faraday marry Sarah Barnard?,Yes
890,Did Faraday marry Sarah Barnard?,yes
891,Did Faraday also discover the laws of electrolysis?,Yes
892,Did Faraday also discover the laws of electrolysis?,yes
893,Who discovered benzene?,Michael Faraday discovered benzene.
894,Who discovered benzene?,Michael Faraday
895,Where was Michael Faraday born?,Michael Faraday was born in Newington Butts.
896,Where was Michael Faraday born?,Newington Butts
897,What is the Faraday effect?,The Faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving.
898,What is the Faraday effect?,The plane of polarisation of linearly polarised light can be rotated by the application of an exernal magnetic field aligned in the direction the light is moving.
899,Did Faraday discover diamagnetism?,Yes
900,Did Faraday discover diamagnetism?,yes
901,How many siblings did Faraday have?,Faraday had three siblings.
902,How many siblings did Faraday have?,two
903,Where is Michael Faraday buried?,Michael Faraday is buried in the dissenters' section of Highgate Cemetery.
904,Where is Michael Faraday buried?,in the dissenters' section of Highgate Cemetery
905,Is faraday best known for his work with kinematics?,No
906,Is faraday best known for his work with kinematics?,
907,was he active in the area now called environmental science?,Yes
908,was he active in the area now called environmental science?,
909,did he discover benzene?,Yes
910,did he discover benzene?,
911,who was his mentor?,John 'Mad Jack' Fuller
912,who was his mentor?,
913,what happened in 1824?,
914,Who was Faraday's wife?,Sarah Barnard
915,Who was Faraday's wife?,
916,did he advise the british government on the production of chemical weapons for use in the crimean war?,No
917,did he advise the british government on the production of chemical weapons for use in the crimean war?,
918,did faraday have strong maritime interests?,Yes
919,did faraday have strong maritime interests?,
920,does the charge reside on the interior of a charged conductor?,No
921,does the charge reside on the interior of a charged conductor?,
922,Wasn't Michelangelo abstemious?,Michelangelo was abstemious.
923,Wasn't Michelangelo a homosexual?,It is not clear.
924,When did Filippo Strozzi sell it to Francis I?,In 1529.
925,When was his house demolished?,1874
926,Was Michelangelos mother Francesca di Neri del Miniato di Siena?,yes
927,Give an example of the most renowned works of the Renaissance. ,The Statue of David
928,Was Michelangelo's output in every field during his long life prodigious?,yes
929,Is French the least spoken language in Montreal?,
930,Is French the least spoken language in Montreal?,
931,Was Montreal incorporated as a city in 1832?,
932,Was Montreal incorporated as a city in 1832?,
933,Does Montreal lie at the confluence of several climatic regions?,
934,Does Montreal lie at the confluence of several climatic regions?,
935,Montreal was merged with how many surrounding municipalities?,
936,Montreal was merged with how many surrounding municipalities?,
937,As of the 2006 census, how many people resided in the city of montreal?
938,As of the 2006 census, how many people resided in the city of montreal?
939,Why did Montreal lose its status as the capital of the  Province of Canada in 1849?,
940,Why did Montreal lose its status as the capital of the  Province of Canada in 1849?,
941,What are the designs and decorations of the Montreal Metro System said to be?,
942,What are the designs and decorations of the Montreal Metro System said to be?,
943,Mount Royal Park's wooden design was created by what famous designer?,
944,Mount Royal Park's wooden design was created by what famous designer?,
945,The majority of The Greater Montreal Area follows what religion?,
946,The majority of The Greater Montreal Area follows what religion?,
947,Is English the language most often spoken in Montreal?,The language most spoken at home in the city is French.
948,Is English the language most often spoken in Montreal?,No
949,Is Montreal's economy the third largest of all cities in Canada?,No
950,Is Montreal's economy the third largest of all cities in Canada?,No
951,Is the most popular sport in Montreal ice hockey?,yes
952,Is the most popular sport in Montreal ice hockey?,Yes
953,How many international airports does Montreal have?,Montreal has two international airports.
954,How many international airports does Montreal have?,Montreal has two international airports.
955,Who is the Mayor of Montreal?,The mayor is Gérald Tremblay.
956,Who is the Mayor of Montreal?,The mayor is Gérald Tremblay.
957,What is the name of the largest church in Montreal?,The largest church in Montreal is named Saint Joseph's Oratory.
958,What is the name of the largest church in Montreal?,Saint Joseph's Oratory is the largest church in Montreal.
959,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century. 
960,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.
961,Does Montreal contain the largest church in Canada?,Yes
962,Does Montreal contain the largest church in Canada?,Yes
963,What is the largest primarily French-speaking city in the western world?,Paris is the largest primarily French-speaking city in the western world.
964,What is the largest primarily French-speaking city in the western world?,The largest primarily French-speaking city in the western world is Paris.
965,Is Nairobi the capital of Kenya?,Yes
966,Is Nairobi the capital of Kenya?,
967,Was Nairobi founded in 1899?,Yes
968,Was Nairobi founded in 1899?,
969,Is the current estimated population of Nairobi about 6 milion?,No
970,Is the current estimated population of Nairobi about 6 milion?,
971,What is the current estimated population of Nairobi?,About 3 million
972,What is the current estimated population of Nairobi?,
973,In what year was Nairobi founded?,1899
974,In what year was Nairobi founded?,
975,Which embassy in Nairobi was bombed in August 1998?,The United States Embassy
976,Which embassy in Nairobi was bombed in August 1998?,
977,How many civilians died in the 1998 U.S. embassy bombing?,Over two hundred
978,How many civilians died in the 1998 U.S. embassy bombing?,
979,How many trades can the NSE make per day?,10 million trades
980,How many trades can the NSE make per day?,
981,About how many people are estimated to live in Nairobi?,3 million
982,About how many people are estimated to live in Nairobi?,
983,The district is bordered to the southwest by Uhuru Park and where?,Central Park
984,When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?,In 1989.
985,Is Central Park adjacent to Uhuru Park?,Central Park is adjacent to Uhuru Park.
986,Give an example of the highest growth rates of any city in Africa. , The growth rate of Nairobi is currently 6.9%
987,Give an example of the most prominent cities in Africa politically and financially. ,Nairobi is now one of the most prominent cities in Africa politically and financially
988,Is Nairobi not the capital as well as largest city of Kenya?,Nairobi is the capital and largest city of Kenya.
989,Does the city and its surrounding area also form the Nairobi Province?,yes
990,Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?
991,Did Nikola Tesla die alone?,Nikola Tesla died alone.
992,Did Nikola Tesla die alone?,Yes
993,Was Nikola Tesla close friends with Mark Twain?,Nikola Tesla was close friends with Mark Twain.
994,Was Nikola Tesla close friends with Mark Twain?,Yes
995,Did Nikola Tesla use a technique called picture thinking?,Nikola Tesla used a technique called picture thinking.
996,Did Nikola Tesla use a technique called picture thinking?,Yes
997,When did Nikola Tesla appear on the cover of Time Magazine?,On Tesla's 75th birthday in 1931
998,When did Nikola Tesla appear on the cover of Time Magazine?,1931
999,Who became adversaries with Nikola Tesla?,Nikola Tesla became adversaries with Edison.
1000,Who became adversaries with Nikola Tesla?,Edison
1001,Where did Nikola Tesla move to in 1880?,In 1880
1002,Where did Nikola Tesla move to in 1880?,Budapest
1003,Was Nikola Tesla's mother illiterate?,Nikola Tesla's mother never learned to read.
1004,Was Nikola Tesla's mother illiterate?,Yes
1005,How many siblings did Nikola Tesla have?,Nikola Tesla had four siblings.
1006,How many siblings did Nikola Tesla have?,4
1007,Was Nikola Tesla a vegetarian?, In his later years Tesla became a vegetarian.
1008,Was Nikola Tesla a vegetarian?,Yes
1009,Is there a monument to Tesla at Niagara Falls, New York?
1010,Is there a monument to Tesla at Niagara Falls, New York?
1011,Was Tesla an American citizen?,Yes
1012,Was Tesla an American citizen?,
1013,Was Tesla on the cover of Time magazine?,Yes
1014,Was Tesla on the cover of Time magazine?,
1015,Where did Tesla study electrical engineering?,The Austrian Polytechnic in Graz
1016,Where did Tesla study electrical engineering?,
1017,When did Tesla receive his last patent?,1928
1018,When did Tesla receive his last patent?,
1019,What languages did Tesla speak?,Serbian
1020,What languages did Tesla speak?,
